Manufacturer;Name;Number of Rollers;FTF;BSF;BPFO;BPFI
SKF;NU202M;10;0.39;2.32;3.97;6.02
SKF;NU203;10;0.4;2.48;4.03;5.96
SKF;NU2030E;25;0.44;4.65;11.17;13.82
SKF;NU2036E;22;0.43;4.08;9.67;12.32
SKF;NU203E;11;0.38;2.08;4.25;6.75
SKF;NU203EC;11;0.38;2.08;4.25;6.75
SKF;NU203(EC);10;0.4;2.44;4.01;5.98
SKF;NU203M;10;0.4;2.44;4.01;5.98
SKF;NU204;10;0.4;2.47;4.02;5.97
SKF;NU2040E;23;0.44;4.22;10.15;12.84
SKF;NU2048E;25;0.44;4.66;11.17;13.82
SKF;NU204CRB;10;0.4;2.47;4.02;5.97
SKF;NU204E;11;0.38;2.15;4.28;6.71
SKF;NU204EC;11;0.38;2.15;4.28;6.71
SKF;NU204(EC);10;0.4;2.47;4.02;5.97
SKF;NU204M;11;0.38;2.15;4.28;6.71
SKF;NU205;12;0.41;2.87;4.98;7.01
SKF;NU2052E;24;0.44;4.31;10.62;13.37
SKF;NU205CRB;12;0.41;2.87;4.98;7.01
SKF;NU205E;13;0.4;2.5;5.25;7.75
SKF;NU205EC;13;0.4;2.5;5.25;7.75
SKF;NU205M;12;0.41;2.87;4.98;7.01
SKF;NU206;12;0.41;2.98;5.02;6.97
SKF;NU206E;13;0.4;2.48;5.24;7.75
SKF;NU206EC;13;0.4;2.48;5.24;7.75
SKF;NU206(EC);13;0.4;2.48;5.24;7.75
SKF;NU207;12;0.41;2.84;4.97;7.02
SKF;NU2072E;25;0.44;4.66;11.17;13.82
SKF;NU2072MA6;25;0.44;4.66;11.17;13.82
SKF;NU207CRB;12;0.41;2.84;4.97;7.02
SKF;NU207E;14;0.4;2.6;5.7;8.29
SKF;NU207EC;14;0.4;2.6;5.7;8.29
SKF;NU207(EC);12;0.41;2.85;4.98;7.01
SKF;NU207M;14;0.4;2.6;5.7;8.29
SKF;NU208;13;0.41;2.91;5.41;7.58
SKF;NU2080E;25;0.44;4.6;11.15;13.84
SKF;NU208CRB;13;0.41;2.91;5.41;7.58
SKF;NU208EC;14;0.4;2.65;5.72;8.27
SKF;NU208M;13;0.41;2.91;5.41;7.58
SKF;NU209;14;0.42;3.17;5.92;8.07
SKF;NU209CRB;14;0.42;3.17;5.92;8.07
SKF;NU209EC;15;0.41;2.89;6.24;8.75
SKF;NU209(EC);15;0.41;2.89;6.24;8.75
SKF;NU210;15;0.42;3.44;6.43;8.56
SKF;NU210CRB;15;0.42;3.44;6.43;8.56
SKF;NU210E;16;0.42;3.12;6.75;9.24
SKF;NU210EC;16;0.42;3.12;6.75;9.24
SKF;NU210(EC);15;0.42;3.42;6.42;8.57
SKF;NU210M;15;0.42;3.42;6.42;8.57
SKF;NU211;15;0.42;3.45;6.43;8.56
SKF;NU211CRB;15;0.42;3.45;6.43;8.56
SKF;NU211E;17;0.42;3.17;7.19;9.8
SKF;NU211EC;17;0.42;3.17;7.19;9.8
SKF;NU211(EC);15;0.42;3.45;6.43;8.56
SKF;NU211M;17;0.42;3.17;7.19;9.8
SKF;NU212;15;0.42;3.49;6.44;8.55
SKF;NU212CRB;15;0.42;3.49;6.44;8.55
SKF;NU212E;16;0.41;2.99;6.69;9.3
SKF;NU212EC;16;0.41;2.99;6.69;9.3
SKF;NU212M;15;0.42;3.49;6.44;8.55
SKF;NU213;15;0.42;3.49;6.44;8.55
SKF;NU213CRB;15;0.42;3.49;6.44;8.55
SKF;NU213E;16;0.41;3.03;6.71;9.28
SKF;NU213EC;16;0.41;3.03;6.71;9.28
SKF;NU213(EC);15;0.42;3.49;6.44;8.55
SKF;NU213M;15;0.42;3.49;6.44;8.55
SKF;NU214;16;0.43;3.68;6.93;9.06
SKF;NU214CRB;16;0.43;3.68;6.93;9.06
SKF;NU214E;17;0.42;3.2;7.2;9.79
SKF;NU214EC;17;0.42;3.2;7.2;9.79
SKF;NU214(EC);17;0.42;3.2;7.2;9.79
SKF;NU215;16;0.43;3.59;6.9;9.09
SKF;NU215CRB;16;0.43;3.59;6.9;9.09
SKF;NU215E;18;0.42;3.37;7.69;10.3
SKF;NU215EC;18;0.42;3.37;7.69;10.3
SKF;NU215(EC);16;0.43;3.59;6.9;9.09
SKF;NU215M;18;0.42;3.37;7.69;10.3
SKF;NU216;16;0.43;3.6;6.91;9.08
SKF;NU216CRB;16;0.43;3.59;6.9;9.09
SKF;NU216E;18;0.42;3.4;7.7;10.29
SKF;NU216EC;18;0.42;3.4;7.7;10.29
SKF;NU216(EC);16;0.43;3.6;6.91;9.08
SKF;NU216M;16;0.43;3.6;6.91;9.08
SKF;NU217;16;0.43;3.61;6.91;9.08
SKF;NU217CRB;16;0.43;3.61;6.91;9.08
SKF;NU217E;17;0.42;3.21;7.2;9.79
SKF;NU217EC;17;0.42;3.21;7.2;9.79
SKF;NU217M;16;0.43;3.61;6.91;9.08
SKF;NU218;15;0.42;3.4;6.42;8.58
SKF;NU218CRB;15;0.42;3.4;6.42;8.58
SKF;NU218E;17;0.42;3.24;7.21;9.78
SKF;NU218EC;17;0.42;3.24;7.21;9.78
SKF;NU218(EC);17;0.42;3.24;7.21;9.78
SKF;NU219;16;0.42;3.41;6.85;9.14
SKF;NU219E;17;0.42;3.09;7.16;9.83
SKF;NU219EC;17;0.42;3.09;7.16;9.83
SKF;NU219(EC);16;0.42;3.41;6.85;9.14
SKF;NU219M;17;0.42;3.09;7.16;9.83
SKF;NU220;16;0.42;3.42;6.85;9.14
SKF;NU2202E;17;0.42;3.18;7.19;9.8
SKF;NU2202(E);10;0.39;2.32;3.97;6.02
SKF;NU2203;10;0.4;2.48;4.03;5.96
SKF;NU2203CRB;10;0.4;2.48;4.03;5.96
SKF;NU2203(E);11;0.38;2.08;4.25;6.75
SKF;NU2204;10;0.4;2.47;4.02;5.97
SKF;NU2204CRB;10;0.4;2.47;4.02;5.97
SKF;NU2204E;17;0.42;3.18;7.19;9.8
SKF;NU2204(E);17;0.42;3.18;7.19;9.8
SKF;NU2205;12;0.41;2.87;4.98;7.01
SKF;NU2205E;13;0.4;2.5;5.25;7.75
SKF;NU2206CRB;12;0.41;2.98;5.02;6.97
SKF;NU2206E;13;0.4;2.48;5.24;7.75
SKF;NU2206(E) (A);12;0.41;2.98;5.02;6.97
SKF;NU2206(E) (B);17;0.42;3.16;7.18;9.81
SKF;NU2206EC (A);13;0.4;2.48;5.24;7.75
SKF;NU2206EC (B);13;0.4;2.5;5.25;7.75
SKF;NU2207;12;0.41;2.84;4.97;7.02
SKF;NU2207E;14;0.4;2.6;5.7;8.29
SKF;NU2207(E);14;0.4;2.6;5.7;8.29
SKF;NU2207EC;14;0.4;2.6;5.7;8.29
SKF;NU2208CRB;13;0.41;2.91;5.41;7.58
SKF;NU2208E;14;0.4;2.65;5.72;8.27
SKF;NU2209;14;0.42;3.17;5.92;8.07
SKF;NU2209CRB;14;0.42;3.17;5.92;8.07
SKF;NU2209E;15;0.41;2.89;6.24;8.75
SKF;NU2209(E);14;0.42;3.17;5.92;8.07
SKF;NU220EC;17;0.42;3.12;7.17;9.82
SKF;NU220ECP;17;0.422;6.253;7.174;9.826
SKF;NU 220 ECP;17;0.422;3.127;7.174;9.826
SKF;NU220M;16;0.42;3.42;6.85;9.14
SKF;NU221;16;0.42;3.44;6.86;9.13
SKF;NU2210;15;0.42;3.44;6.43;8.56
SKF;NU2210CRB;15;0.42;3.44;6.43;8.56
SKF;NU2210E;16;0.42;3.12;6.75;9.24
SKF;NU2210(E);15;0.42;3.44;6.43;8.56
SKF;NU2210EC;16;0.42;3.12;6.75;9.24
SKF;NU2211;15;0.42;3.45;6.43;8.56
SKF;NU2211CRB;15;0.42;3.45;6.43;8.56
SKF;NU2211E;17;0.42;3.17;7.19;9.8
SKF;NU2211(E);17;0.42;3.17;7.19;9.8
SKF;NU2211EC;17;0.42;3.17;7.19;9.8
SKF;NU2212;15;0.42;3.49;6.44;8.55
SKF;NU2212CRB;15;0.42;3.49;6.44;8.55
SKF;NU2212E;16;0.41;2.99;6.69;9.3
SKF;NU2212EC;16;0.41;2.99;6.69;9.3
SKF;NU2213;15;0.42;3.49;6.44;8.55
SKF;NU2213CRB;15;0.42;3.49;6.44;8.55
SKF;NU2213E;16;0.41;3.03;6.71;9.28
SKF;NU2213(E);15;0.42;3.49;6.44;8.55
SKF;NU2213EC;16;0.41;3.03;6.71;9.28
SKF;NU2214;16;0.43;3.68;6.93;9.06
SKF;NU2214 2EC 2;17;0.42;3.2;7.2;9.79
SKF;NU2214CRB;16;0.43;3.68;6.93;9.06
SKF;NU2214E;17;0.42;3.2;7.2;9.79
SKF;NU2214(E);16;0.43;3.68;6.93;9.06
SKF;NU2214EC;15;0.41;2.89;6.24;8.75
SKF;NU2215;16;0.43;3.59;6.9;9.09
SKF;NU2215CRB;16;0.43;3.59;6.9;9.09
SKF;NU2215E;18;0.42;3.37;7.69;10.3
SKF;NU2215(E);18;0.42;3.37;7.69;10.3
SKF;NU2215EC;18;0.42;3.37;7.69;10.3
SKF;NU2216;16;0.43;3.6;6.91;9.08
SKF;NU2216CRB;16;0.43;3.6;6.91;9.08
SKF;NU2216E;18;0.42;3.4;7.7;10.29
SKF;NU2216EC;18;0.42;3.4;7.7;10.29
SKF;NU2217;16;0.43;3.61;6.91;9.08
SKF;NU2217CRB;16;0.43;3.61;6.91;9.08
SKF;NU2217E;17;0.42;3.21;7.2;9.79
SKF;NU2217(E);16;0.43;3.61;6.91;9.08
SKF;NU2217EC;17;0.42;3.21;7.2;9.79
SKF;NU2218;15;0.42;3.4;6.42;8.58
SKF;NU2218CRB;15;0.42;3.4;6.42;8.58
SKF;NU2218E;17;0.42;3.24;7.21;9.78
SKF;NU2218(E);17;0.42;3.24;7.21;9.78
SKF;NU2218EC;17;0.42;3.24;7.21;9.78
SKF;NU 2218 ECP;17;0.42;3.24;7.21;9.78
SKF;NU2219;16;0.42;3.41;6.85;9.14
SKF;NU2219CRB;16;0.42;3.41;6.85;9.14
SKF;NU2219E;17;0.42;3.09;7.16;9.83
SKF;NU2219EC;17;0.42;3.09;7.16;9.83
SKF;NU221M;16;0.42;3.44;6.86;9.13
SKF;NU222;15;0.42;3.3;6.39;8.6
SKF;NU2220;16;0.42;3.42;6.85;9.14
SKF;NU2220CRB;16;0.42;3.42;6.85;9.14
SKF;NU2220E;17;0.42;3.12;7.17;9.82
SKF;NU2220(E);16;0.42;3.42;6.85;9.14
SKF;NU2220EC;17;0.42;3.12;7.17;9.82
SKF;NU2221;16;0.42;3.44;6.86;9.13
SKF;NU2221CRB;15;0.42;3.46;6.43;8.56
SKF;NU2221(E);16;0.42;3.44;6.86;9.13
SKF;NU2222;15;0.42;3.3;6.39;8.6
SKF;NU2222CRB;16;0.43;3.57;6.9;9.09
SKF;NU2222E;17;0.42;3.18;7.19;9.8
SKF;NU2222(E);15;0.42;3.3;6.39;8.6
SKF;NU2222EC;17;0.42;3.18;7.19;9.8
SKF;NU2224;16;0.42;3.41;6.85;9.14
SKF;NU2224CRB;17;0.43;3.68;7.36;9.63
SKF;NU2224E;17;0.42;3.18;7.19;9.8
SKF;NU2224(E);17;0.42;3.18;7.19;9.8
SKF;NU2224EC;17;0.42;3.18;7.19;9.8
SKF;NU 2224 ECP;17;0.423;3.183;7.196;9.804
SKF;NU2226;17;0.43;3.68;7.36;9.63
SKF;NU2226CRB;17;0.43;3.71;7.37;9.62
SKF;NU2226E;17;0.42;3.16;7.18;9.81
SKF;NU2226(E);17;0.42;3.16;7.18;9.81
SKF;NU2226EC;17;0.42;3.16;7.18;9.81
SKF;NU2226MSKR;17;0.42;3.16;7.18;9.81
SKF;NU2228;17;0.43;3.68;7.36;9.63
SKF;NU2228CRB;19;0.42;3.44;8.14;10.85
SKF;NU2228E;19;0.42;3.44;8.14;10.85
SKF;NU2228(E);17;0.43;3.68;7.36;9.63
SKF;NU2228EC;19;0.42;3.44;8.14;10.85
SKF;NU222CRB;15;0.42;3.3;6.39;8.6
SKF;NU222EC;17;0.42;3.18;7.19;9.8
SKF;NU2230CRB;19;0.42;3.46;8.15;10.84
SKF;NU2230E;18;0.42;3.46;7.72;10.27
SKF;NU2230(E) (A);20;0.42;3.12;8.43;11.56
SKF;NU2230(E) (B);17;0.43;3.68;7.36;9.63
SKF;NU2232;18;0.43;3.68;7.8;10.2
SKF;NU2232E;18;0.42;3.24;7.64;10.35
SKF;NU2232(E);18;0.43;3.68;7.8;10.2
SKF;NU2232EC;18;0.42;3.26;7.65;10.34
SKF;NU2234;18;0.43;3.68;7.8;10.2
SKF;NU2234E;17;0.42;3.1;7.16;9.83
SKF;NU2234(E);18;0.43;3.68;7.8;10.2
SKF;NU2236;19;0.43;3.84;8.28;10.71
SKF;NU2236(E);18;0.42;3.25;7.64;10.35
SKF;NU2236EC;18;0.42;3.25;7.64;10.35
SKF;NU2238CRB;19;0.43;3.83;8.28;10.71
SKF;NU2238E;18;0.42;3.26;7.65;10.34
SKF;NU2238(E) (A);21;0.42;3.28;8.93;12.06
SKF;NU2238(E) (B);18;0.42;3.26;7.65;10.34
SKF;NU224;16;0.42;3.41;6.85;9.14
SKF;NU2240;19;0.43;3.82;8.27;10.72
SKF;NU2240E;18;0.42;3.28;7.65;10.34
SKF;NU2240(E) (A);21;0.42;3.28;8.93;12.06
SKF;NU2240(E) (B);18;0.42;3.28;7.65;10.34
SKF;NU2244;19;0.43;3.81;8.27;10.72
SKF;NU2244CRB;19;0.43;3.81;8.27;10.72
SKF;NU2248CRB;19;0.43;3.71;8.24;10.75
SKF;NU224EC;17;0.42;3.18;7.19;9.8
SKF;NU224M;16;0.42;3.41;6.85;9.14
SKF;NU2252;19;0.43;3.63;8.21;10.78
SKF;NU2252CRB;19;0.43;3.63;8.21;10.78
SKF;NU2256;19;0.43;3.83;8.28;10.71
SKF;NU2256CRB;19;0.43;3.83;8.28;10.71
SKF;NU2256(E);19;0.43;3.83;8.28;10.71
SKF;NU226;17;0.43;3.68;7.36;9.63
SKF;NU2260;19;0.43;3.68;8.23;10.76
SKF;NU2260CRB;19;0.43;3.68;8.23;10.76
SKF;NU2260(E);19;0.43;3.68;8.23;10.76
SKF;NU2264;19;0.43;3.68;8.23;10.76
SKF;NU2264CRB;19;0.43;3.68;8.23;10.76
SKF;NU2268CRB;19;0.43;3.68;8.23;10.76
SKF;NU226CRB;17;0.43;3.68;7.36;9.63
SKF;NU226EC;17;0.42;3.16;7.18;9.81
SKF;NU226M;17;0.43;3.68;7.36;9.63
SKF;NU2276CRB;20;0.43;3.83;8.71;11.28
SKF;NU2276(E);20;0.43;3.83;8.71;11.28
SKF;NU228;17;0.43;3.68;7.36;9.63
SKF;NU228CRB;17;0.43;3.68;7.36;9.63
